fips,state_name,latitude,longtitude,hq_address,hospital_name,hospital_type,hq_city,hq_state
72023.0,Puerto Rico,18.0847,-67.1453,108 Calle Munoz Rivera,Hospital Metropolitano Psiquiatrico (AKA Cabo Rojo Metropolitan Psychiatric Hospital),Psychiatric Hospital,Cabo Rojo,PR
48439.0,Texas,32.66193550000003,-97.4128108,6701 Oakmont Blvd,Encompass Health Rehabilitation Hospital of City View (FKA Healthsouth Rehab of Cityview),Rehabilitation Hospital,Fort Worth,TX
39099.0,Ohio,41.09764390000004,-80.646912,1044 Belmont Ave,Select Specialty Hospital - Youngstown,Long Term Acute Care Hospital,Youngstown,OH
18113.0,Indiana,41.44185990000005,-85.26565829999998,220 S Main St,Northeastern Center,Psychiatric Hospital,Kendallville,IN
22017.0,Louisiana,32.471851800000024,-93.770944,2025 Desoto St,Physicians Behavioral Hospital,Psychiatric Hospital,Shreveport,LA
22071.0,Louisiana,30.07066590000005,-89.94823769999994,14500 Hayne Blvd,St Catherine Memorial Hospital (FKA Specialty Hospital of New Orleans),Long Term Acute Care Hospital,New Orleans,LA
38055.0,North Dakota,47.6483,-101.4112,407 3rd Ave Se,CHI St Alexius Health Garrison Hospital,Critical Access Hospital,Garrison,ND
42003.0,Pennsylvania,40.55065880000007,-79.87165319999997,320 Guys Run Rd,Encompass Health Rehabilitation Hospital of Harmarville (FKA HealthSouth Harmarville Rehabilitation Hospital),Rehabilitation Hospital,Pittsburgh,PA
55079.0,Wisconsin,43.00135860000006,-88.02342279999993,8901 W Lincoln Ave,Select Specialty Hospital - Milwaukee West Allis,Long Term Acute Care Hospital,West Allis,WI
21047.0,Kentucky,36.738427700000045,-87.46801589999995,270 Walton Way,Cumberland Hall Hospital,Psychiatric Hospital,Hopkinsville,KY
12013.0,Florida,30.458699400000057,-85.05009639999997,20370 Ne Burns Ave,Calhoun Liberty Hospital,Critical Access Hospital,Blountstown,FL
55079.0,Wisconsin,43.061212,-87.879484,2301 N Lake Dr,Ascension Sacred Heart Rehabilitation Hospital,Rehabilitation Hospital,Milwaukee,WI
19163.0,Iowa,41.55927020000007,-90.589192,1111 W Kimberly Rd,Select Specialty Hospital - Quad Cities,Long Term Acute Care Hospital,Davenport,IA
16085.0,Idaho,44.90904910000006,-116.11019929999998,1000 State St,St Lukes McCall Medical Center,Critical Access Hospital,McCall,ID
11001.0,District of Columbia,38.844137,-76.9916558,1100 Alabama Ave Se,St Elizabeths Hospital,Psychiatric Hospital,Washington,DC
47183.0,Tennessee,36.331345,-88.869732,180 Mount Pelia Rd,West Tennessee Healthcare Rehabilitation Hospital Cane Creek (FKA Spire Cane Creek Rehabilitation Hospital),Rehabilitation Hospital,Martin,TN
6067.0,California,38.54974290000007,-121.41449259999996,7700 Folsom Blvd,Sutter Center for Psychiatry,Psychiatric Hospital,Sacramento,CA
25017.0,Massachusetts,42.46345260000004,-71.16194219999994,2 Rehabilitation Way,Encompass Health Rehabilitation Hospital of New England (FKA HealthSouth New England Rehabilitation Hospital),Rehabilitation Hospital,Woburn,MA
42077.0,Pennsylvania,40.593185,-75.46474089999998,850 S 5th St,Good Shepherd Rehabilitation Hospital - Allentown,Rehabilitation Hospital,Allentown,PA
25027.0,Massachusetts,42.27943010000007,-71.76971169999996,309 Belmont St,Worcester Recovery Center and Hospital (FKA Worcester State Hospital),Psychiatric Hospital,Worcester,MA
42011.0,Pennsylvania,40.28853170000008,-75.925003,1623 Morgantown Rd,Encompass Health Rehabilitation Hospital of Reading (FKA HealthSouth Reading Rehabilitation Hospital),Rehabilitation Hospital,Reading,PA
12079.0,Florida,30.47089580000005,-83.41909229999999,224 Nw Crane Ave,Madison County Memorial Hospital,Critical Access Hospital,Madison,FL
46135.0,South Dakota,42.91372640000003,-97.39768,3515 Broadway Ave,South Dakota Human Services Center,Psychiatric Hospital,Yankton,SD
30007.0,Montana,46.32204610000008,-111.51629129999998,110 N Oak St,Billings Clinic Broadwater (FKA Broadwater Health Center),Critical Access Hospital,Townsend,MT
39061.0,Ohio,39.14045090000008,-84.502063,3333 Burnet Ave,Cincinnati Childrens Burnet Campus,Childrens Hospital,Cincinnati,OH
6037.0,California,33.92763340000005,-118.06521649999996,11401 Bloomfield Ave,DSH - Metropolitan (FKA Metropolitan LA State Hospital),Psychiatric Hospital,Norwalk,CA
48097.0,Texas,33.654104500000074,-97.38042729999997,605 N Maple St,Muenster Memorial Hospital,Critical Access Hospital,Muenster,TX
44007.0,Rhode Island,41.74468160000004,-71.46325559999997,111 Howard Ave,Eleanor Slater Hospital,Long Term Acute Care Hospital,Cranston,RI
48317.0,Texas,32.14,-101.7875,600 E Interstate 20,Martin County Hospital,Critical Access Hospital,Stanton,TX
20109.0,Kansas,39.126944200000025,-100.86292959999996,211 Cherry Ave,Logan County Hospital,Critical Access Hospital,Oakley,KS
17031.0,Illinois,41.95622170000007,-87.79904159999995,4200 N Oak Park Ave,Chicago Read Mental Health Center,Psychiatric Hospital,Chicago,IL
47157.0,Tennessee,35.237195600000064,-89.89193309999996,4100 Austin Peay Hwy,Encompass Health Rehabilitation Hospital of North Memphis - Partner of Methodist Healthcare (FKA HealthSouth Rehabilitation Hospital-North),Rehabilitation Hospital,Memphis,TN
27031.0,Minnesota,47.7561,-90.3401,515 5th Ave W,North Shore Health (FKA Cook County North Shore Hospital),Critical Access Hospital,Grand Marais,MN
25005.0,Massachusetts,41.925494,-71.29929929999997,200 May St,Fuller Hospital (FKA Arbour - Fuller Memorial Hospital),Psychiatric Hospital,South Attleboro,MA
36003.0,New York,42.212959,-78.28754739999994,140 W Main St,Cuba Memorial Hospital,Critical Access Hospital,Cuba,NY
36091.0,New York,43.05758930000008,-73.78436589999995,30 Crescent Ave,Four Winds Saratoga,Psychiatric Hospital,Saratoga Springs,NY
42091.0,Pennsylvania,40.13161660000003,-75.34423919999995,1001 Sterigere St,Norristown State Hospital,Psychiatric Hospital,Norristown,PA
29027.0,Missouri,38.847083,-91.93993489999995,600 E 5th St,Fulton State Hospital,Psychiatric Hospital,Fulton,MO
22103.0,Louisiana,30.356436900000062,-89.91605219999997,64026 Highway 434,Beacon Behavioral Hospital - Northshore (FKA Magnolia Behavioral Healthcare),Psychiatric Hospital,Lacombe,LA
19107.0,Iowa,41.32248320000008,-92.20584049999997,23019 Highway 149,Keokuk County Health Center,Critical Access Hospital,Sigourney,IA
6037.0,California,33.884218,-118.162304,16453 Colorado Ave,Kindred Hospital - Paramount (FKA Promise Hospital of East Los Angeles),Long Term Acute Care Hospital,Paramount,CA
48017.0,Texas,34.2212,-102.7283,708 S 1st St,Muleshoe Area Medical Center,Critical Access Hospital,Muleshoe,TX
48435.0,Texas,30.563365900000065,-100.63449759999996,308 Hudspeth St,Lillian M Hudspeth Memorial Hospital,Critical Access Hospital,Sonora,TX
53041.0,Washington,46.55543320000004,-122.27999869999996,521 Adams St,Arbor Health Morton Hospital (FKA Morton General Hospital),Critical Access Hospital,Morton,WA
6059.0,California,33.561015300000065,-117.66539369999998,27700 Medical Center Rd,CHOC Childrens at Mission Hospital,Childrens Hospital,Mission Viejo,CA
45083.0,South Carolina,34.966216400000064,-81.93624439999996,389 Serpentine Dr,Spartanburg Hospital for Restorative Care,Long Term Acute Care Hospital,Spartanburg,SC
25025.0,Massachusetts,42.30007280000007,-71.10186779999998,170 Morton St,Lemuel Shattuck Hospital,Long Term Acute Care Hospital,Jamaica Plain,MA
29187.0,Missouri,37.77563430000004,-90.43448079999996,1010 W Columbia St,Southeast Missouri Mental Health Center,Psychiatric Hospital,Farmington,MO
32031.0,Nevada,39.530691700000034,-119.78009029999998,480 Galletti Way,Northern Nevada Adult Mental Health,Psychiatric Hospital,Sparks,NV
18117.0,Indiana,38.56826990000008,-86.47512949999998,642 W Hospital Rd,IU Health Paoli Hospital (FKA Bloomington Hospital of Orange County),Critical Access Hospital,Paoli,IN
48055.0,Texas,29.67404380000005,-97.6550653,200 Memorial Dr,PAM Specialty Hospital of Luling,Long Term Acute Care Hospital,Luling,TX
12086.0,Florida,25.74697550000008,-80.31669719999996,2525 Sw 75th Ave,West Gables Rehabilitation Hospital,Rehabilitation Hospital,Miami,FL
10001.0,Delaware,39.15364830000004,-75.484264,725 Horsepond Rd,Dover Behavioral Health System,Psychiatric Hospital,Dover,DE
17019.0,Illinois,40.11757540000008,-88.25759339999996,809 W Church St,The Pavilion Hospital,Psychiatric Hospital,Champaign,IL
12073.0,Florida,30.459486,-84.237021,1675 Riggins Rd,Encompass Health Rehabilitation Hospital of Tallahassee (FKA Healthsouth Rehab of Tallahassee),Rehabilitation Hospital,Tallahassee,FL
24031.0,Maryland,39.09978580000006,-77.19943779999994,14901 Broschart Rd,Adventist HealthCare Shady Grove Medical Center - Mental Health,Psychiatric Hospital,Rockville,MD
21117.0,Kentucky,39.01233840000003,-84.56660279999994,201 Medical Village Dr,Encompass Health Rehabilitation Hospital of Northern Kentucky (FKA HealthSouth Northern Kentucky Rehabilitation Hospital),Rehabilitation Hospital,Edgewood,KY
45047.0,South Carolina,34.166874,-82.155675,1530 Parkway,Greenwood Regional Rehabilitation Hospital,Rehabilitation Hospital,Greenwood,SC
22081.0,Louisiana,32.020562,-93.344046,1635 Marvel St,CHRISTUS Coushatta Health Care Center,Critical Access Hospital,Coushatta,LA
2261.0,Alaska,61.13647810000003,-146.34588659999997,911 Meals Ave,Providence Valdez Medical Center,Critical Access Hospital,Valdez,AK
53013.0,Washington,46.3123,-117.9687,1012 S 3rd St,Dayton General Hospital (AKA Columbia County Health System),Critical Access Hospital,Dayton,WA
53043.0,Washington,47.33143290000004,-118.68151269999998,502 E Amende Dr,Odessa Memorial Healthcare Center,Critical Access Hospital,Odessa,WA
53001.0,Washington,47.12119770000004,-118.37193729999996,903 S Adams St,East Adams Rural Hospital,Critical Access Hospital,Ritzville,WA
53007.0,Washington,47.59440810000007,-120.660825,817 Commercial St,Cascade Medical Center,Critical Access Hospital,Leavenworth,WA
16021.0,Idaho,48.702265100000034,-116.32083459999996,6640 Kaniksu St,Boundary Community Hospital,Critical Access Hospital,Bonners Ferry,ID
42101.0,Pennsylvania,39.96170370000005,-75.21847889999998,111 N 49th St,Kirkbride Center,Psychiatric Hospital,Philadelphia,PA
23019.0,Maine,44.811856300000045,-68.74335429999996,656 State St,Dorothea Dix Psychiatric Center,Psychiatric Hospital,Bangor,ME
48197.0,Texas,34.29669952400008,-99.74148559599996,402 Mercer St,Hardeman County Memorial Hospital,Critical Access Hospital,Quanah,TX
24043.0,Maryland,39.657974,-77.653924,13121 Brooklane Dr,Brook Lane Psychiatric Center,Psychiatric Hospital,Hagerstown,MD
40027.0,Oklahoma,35.23200940000004,-97.40746659999996,2002 E Robinson St,JD McCarty Center for Children with Developmental Disabilities (FKA JD McCarty Handicapped Center),Childrens Hospital,Norman,OK
51710.0,Virginia,36.862382800000034,-76.30353919999999,600 Gresham Dr,Hospital for Extended Recovery,Long Term Acute Care Hospital,Norfolk,VA
42071.0,Pennsylvania,40.062255900000025,-76.35169909999996,675 Good Dr,Lancaster Rehabilitation Hospital,Rehabilitation Hospital,Lancaster,PA
21015.0,Kentucky,39.00805820000005,-84.65518709999998,5940 Merchants St,Gateway Rehabilitation Hospital,Rehabilitation Hospital,Florence,KY
12033.0,Florida,30.47861240000003,-87.2155613,7000 Cobble Crk,Select Specialty Hospital - Pensacola,Long Term Acute Care Hospital,Pensacola,FL
51630.0,Virginia,38.31328590000004,-77.486465,300 Park Hill Dr,Encompass Health Rehabilitation Hospital of Fredericksburg,Rehabilitation Hospital,Fredericksburg,VA
50025.0,Vermont,42.8509,-72.5584,1 Anna Marsh Ln,Brattleboro Retreat,Psychiatric Hospital,Brattleboro,VT
36005.0,New York,40.84809390000004,-73.84387049999998,1740 Eastchester Rd,ArchCare at Calvary Hospital - Bronx Campus,Long Term Acute Care Hospital,Bronx,NY
51199.0,Virginia,37.118989,-76.456774,250 Josephs Dr,Riverside Rehabilitation Hospital,Rehabilitation Hospital,Yorktown,VA
41051.0,Oregon,45.53566840000008,-122.55651009999995,10300 Ne Hancock St,Vibra Specialty Hospital of Portland,Long Term Acute Care Hospital,Portland,OR
17043.0,Illinois,41.85356740000003,-88.13785169999994,26w171 Roosevelt Rd,Marianjoy Rehabilitation Hospital,Rehabilitation Hospital,Wheaton,IL
32003.0,Nevada,36.08075830000007,-115.2923707,9175 W Oquendo Rd,Encompass Health Rehabilitation Hospital of Desert Canyon (FKA Healthsouth Desert Canyon Rehabilitation Hospital),Rehabilitation Hospital,Las Vegas,NV
29510.0,Missouri,38.60497490000006,-90.27735959999995,5300 Arsenal St,St Louis Psychiatric Rehabilitation Center,Psychiatric Hospital,Saint Louis,MO
28163.0,Mississippi,32.85896840000004,-90.40430829999995,823 Grand Ave,Baptist Memorial Hospital - Yazoo (FKA Kings Daughters Hospital),Critical Access Hospital,Yazoo City,MS
12095.0,Florida,28.56758117700008,-81.43467712399996,1800 Mercy Dr,Aspire Health Partners (FKA Lakeside Behavioral Healthcare),Psychiatric Hospital,Orlando,FL
20159.0,Kansas,38.34148520000008,-98.21659859999994,619 S Clark Ave,Rice Community Healthcare,Critical Access Hospital,Lyons,KS
38063.0,North Dakota,47.76564730000007,-98.17777089999998,200 N Main St,Nelson County Health System Hospital,Critical Access Hospital,McVille,ND
26117.0,Michigan,43.21602050000007,-85.07417959999998,301 N Main St,Sheridan Community Hospital,Critical Access Hospital,Sheridan,MI
27171.0,Minnesota,45.25505270000008,-94.10131729999996,400 Annandale Blvd,Community Behavioral Health Hospital - Annandale,Psychiatric Hospital,Annandale,MN
15007.0,Hawaii,21.96085290000008,-159.67045119999997,4643 Waimea Canyon Dr,Kauai Veterans Memorial Hospital (AKA West Kauai Medical Center),Critical Access Hospital,Waimea,HI
24045.0,Maryland,38.38228410000005,-75.59578579999999,351 Deers Head Hospital Rd,Deers Head Hospital Center,Long Term Acute Care Hospital,Salisbury,MD
51810.0,Virginia,36.866213800000025,-76.02858329999998,1100 First Colonial Rd,Virginia Beach Psychiatric Center,Psychiatric Hospital,Virginia Beach,VA
16001.0,Idaho,43.62710190000007,-116.28224629999994,8050 W Northview St,Lifeways Hospital Boise (FKA Safe Haven Hospital of Treasure Valley),Psychiatric Hospital,Boise,ID
48141.0,Texas,31.781353,-106.476105,1900 Denver Ave,El Paso Behavioral Health System (FKA University Behavioral Health of El Paso),Psychiatric Hospital,El Paso,TX
6037.0,California,34.08872740000004,-118.07381329999998,4619 Rosemead Blvd,BHC Alhambra Hospital,Psychiatric Hospital,Rosemead,CA
26161.0,Michigan,42.26525970000006,-83.65442709999996,5301 E Huron River Dr,Select Specialty Hospital - Ann Arbor,Long Term Acute Care Hospital,Ypsilanti,MI
22105.0,Louisiana,30.936754300000075,-90.51915959999997,719 Avenue G,Southeast Regional Medical Center,Short Term Acute Care Hospital,Kentwood,LA
48039.0,Texas,29.047873800000048,-95.69173779999994,305 N Mckinney St,Sweeny Community Hospital,Critical Access Hospital,Sweeny,TX
9009.0,Connecticut,41.473,-72.8557,50 Gaylord Farm Rd,Gaylord Hospital (AKA Gaylord Specialty Healthcare),Long Term Acute Care Hospital,Wallingford,CT
53047.0,Washington,48.70659560000007,-119.43918259999998,203 S Western Ave,North Valley Hospital,Critical Access Hospital,Tonasket,WA
13199.0,Georgia,32.89103330000006,-84.68528349999997,6135 Roosevelt Hwy,Roosevelt Warm Springs Long Term Acute Hospital,Long Term Acute Care Hospital,Warm Springs,GA
6037.0,California,33.88437030000006,-118.10291829999994,10802 College Pl,College Hospital Cerritos,Psychiatric Hospital,Cerritos,CA
20101.0,Kansas,38.4799,-100.4681,235 W Vine St,Lane County Hospital,Critical Access Hospital,Dighton,KS
28095.0,Mississippi,33.82022850000004,-88.54014189999998,400 S Chestnut St,Monroe Regional Hospital (FKA Pioneer Community Hospital of Aberdeen),Critical Access Hospital,Aberdeen,MS
22033.0,Louisiana,30.410489,-91.09499719999997,8595 United Plaza Blvd,Baton Rouge Rehab Hospital,Rehabilitation Hospital,Baton Rouge,LA
42133.0,Pennsylvania,39.980599,-76.781152,1850 Normandie Dr,Encompass Health Rehabilitation Hospital of York (FKA HealthSouth Rehabilitation Hospital of York),Rehabilitation Hospital,York,PA
47065.0,Tennessee,35.02689190000007,-85.335476,100 Moccasin Bend Rd,Moccasin Bend Mental Health Institute,Psychiatric Hospital,Chattanooga,TN
22037.0,Louisiana,30.81384,-91.204341,4502 Hwy 951,Eastern Louisiana Mental Health System (AKA East Lousiana State Hospital),Psychiatric Hospital,Jackson,LA
48461.0,Texas,31.233548,-101.936178,1611 Spur 576,Rankin County Hospital District (AKA Rankin Hospital),Critical Access Hospital,Rankin,TX
40105.0,Oklahoma,36.69663220000007,-95.6302697,237 S Locust St,Ascension St John Nowata (FKA Jane Phillips Nowata Health Center),Critical Access Hospital,Nowata,OK
51760.0,Virginia,37.57076890000008,-77.45080989999997,2924 Brook Rd,Childrens Hospital of Richmond at VCU - Brook Road Campus,Childrens Hospital,Richmond,VA
13199.0,Georgia,32.89103330000006,-84.68528349999997,6135 Roosevelt Hwy,Roosevelt Warm Springs Rehabilitation Hospital,Rehabilitation Hospital,Warm Springs,GA
46053.0,South Dakota,43.18210970000007,-99.29412249999996,809 Jackson St,Community Memorial Hospital,Critical Access Hospital,Burke,SD
53053.0,Washington,47.25874340000007,-122.45271679999996,317 Martin Luther King Jr Way,MultiCare - Mary Bridge Childrens Hospital,Childrens Hospital,Tacoma,WA
48103.0,Texas,31.3905,-102.3493,1310 S Alford St,Crane County Hospital District,Critical Access Hospital,Crane,TX
16085.0,Idaho,44.51841520000005,-116.049514,402 Lake Cascade Pkwy,Cascade Medical Center,Critical Access Hospital,Cascade,ID
48305.0,Texas,33.16722870000007,-101.81621489999998,2600 Lockwood St,Lynn County Hospital,Critical Access Hospital,Tahoka,TX
48239.0,Texas,28.969106,-96.635781,1013 S Wells St,Jackson County Hospital,Critical Access Hospital,Edna,TX
18029.0,Indiana,39.11128840000004,-84.88245639999997,285 Bielby Rd,Community Mental Health Center,Psychiatric Hospital,Lawrenceburg,IN
26163.0,Michigan,42.29475450000007,-83.34612679999998,30901 Palmer Rd,Walter P Reuther Psychiatric Hospital,Psychiatric Hospital,Westland,MI
34003.0,New Jersey,40.89777540000006,-74.07393529999996,96 Parkway,Select Specialty Hospital - Northeast New Jersey,Long Term Acute Care Hospital,Rochelle Park,NJ
53033.0,Washington,47.626458,-122.3298046,825 Eastlake Ave E,Seattle Cancer Care Alliance,Short Term Acute Care Hospital,Seattle,WA
20187.0,Kansas,37.57396940000007,-101.74978039999996,404 N Chestnut St,Stanton County Hospital,Critical Access Hospital,Johnson,KS
32021.0,Nevada,38.51695150000006,-118.62792659999997,200 S A St,Mt Grant General Hospital,Critical Access Hospital,Hawthorne,NV
49035.0,Utah,40.60479040000007,-111.854716,8074 S 1300 E,Encompass Health Rehabilitation Hospital of Utah (FKA HealthSouth Rehabilitation Hospital of Utah),Rehabilitation Hospital,Sandy,UT
8069.0,Colorado,40.406317700000045,-104.97128619999997,4401 Union St,Northern Colorado Rehabilitation Hospital,Rehabilitation Hospital,Johnstown,CO
48485.0,Texas,33.90630560000005,-98.50135479999994,1505 8th St,Red River Hospital,Psychiatric Hospital,Wichita Falls,TX
42101.0,Pennsylvania,39.999791,-75.21471839999998,4200 Monument Rd,Belmont Behavioral Hospital,Psychiatric Hospital,Philadelphia,PA
34007.0,New Jersey,39.682305,-74.860539,301 Spring Garden Rd,Ancora Psychiatric Hospital,Psychiatric Hospital,Hammonton,NJ
5119.0,Arkansas,34.749804,-92.33959689999996,2 Saint Vincent Cir,Cornerstone Specialty Hospitals Little Rock (FKA Allegiance Specialty Hospital of Little Rock),Long Term Acute Care Hospital,Little Rock,AR
21111.0,Kentucky,38.266151,-85.59229709999994,8521 La Grange Rd,The Brook Hospital - KMI,Psychiatric Hospital,Louisville,KY
38017.0,North Dakota,46.845453700000064,-96.87650239999994,5225 23rd Ave S,Vibra Hospital of Fargo (FKA Kindred Hospital Fargo),Long Term Acute Care Hospital,Fargo,ND
5131.0,Arkansas,35.3413,-94.313,10301 Mayo Dr,Valley Behavioral Health System (FKA Vista Health Fort Smith),Psychiatric Hospital,Barling,AR
22011.0,Louisiana,30.842436400000054,-93.31120409999994,1420 Blankenship Dr,Oceans Behavioral Hospital Deridder,Psychiatric Hospital,Deridder,LA
48183.0,Texas,32.50082760000004,-94.73044339999996,700 E Marshall Ave,Select Specialty Hospital - Longview,Long Term Acute Care Hospital,Longview,TX
6059.0,California,33.747526900000025,-117.8310512,14851 Yorba St,Encompass Health Rehabilitation Hospital of Tustin (FKA HealthSouth Tustin Rehabilitation Hospital),Rehabilitation Hospital,Tustin,CA
18099.0,Indiana,41.35689010000005,-86.32789319999995,1800 N Oak Dr,Michiana Behavioral Health,Psychiatric Hospital,Plymouth,IN
47157.0,Tennessee,35.15565870000006,-90.04541579999994,262 Danny Thomas Pl,St Jude Childrens Research Hospital (AKA St Jude Childrens Hospital),Childrens Hospital,Memphis,TN
55139.0,Wisconsin,44.18819880000007,-88.45345509999999,130 2nd St,Childrens Hospital of Wisconsin - Fox Valley,Childrens Hospital,Neenah,WI
12021.0,Florida,26.096116100000074,-81.73626709999996,9001 Tamiami Trl E,The Willough at Naples,Psychiatric Hospital,Naples,FL
32003.0,Nevada,36.145974100000046,-115.21587119999998,5460 W Sahara Ave,Spring Mountain Sahara,Psychiatric Hospital,Las Vegas,NV
49019.0,Utah,38.57515580000006,-109.55977509999995,450 Williams Way,Moab Regional Hospital,Critical Access Hospital,Moab,UT
55091.0,Wisconsin,44.62119960000007,-91.9635052,1220 3rd Ave W,AdventHealth Durand (FKA Chippewa Valley Hospital),Critical Access Hospital,Durand,WI
46009.0,South Dakota,42.99135710000007,-97.86697369999996,410 W 16th Ave,St Michaels Hospital Avera,Critical Access Hospital,Tyndall,SD
48077.0,Texas,33.8139,-98.1975,310 W South St,Clay County Memorial Hospital,Critical Access Hospital,Henrietta,TX
42013.0,Pennsylvania,40.49802920000008,-78.39205109999995,2005 Valley View Blvd,Encompass Health Rehabilitation Hospital of Altoona (FKA Healthsouth Rehabilitation Hospital of Altoona),Rehabilitation Hospital,Altoona,PA
39039.0,Ohio,41.30023750000004,-84.75587009999998,208 Columbus St,Community Memorial Hospital,Critical Access Hospital,Hicksville,OH
48201.0,Texas,29.70836990000004,-95.47360329999998,5314 Dashwood Dr,Behavioral Hospital of Bellaire,Psychiatric Hospital,Houston,TX
48491.0,Texas,30.48361980000004,-97.69351959999996,1400 Hesters Crossing Rd,Encompass Health Rehabilitation Hospital of Round Rock (FKA HealthSouth Rehabilitation Hospital of Round Rock),Rehabilitation Hospital,Round Rock,TX
48061.0,Texas,26.159725300000048,-97.67274229999998,508 Victoria Ln,Solara Specialty Hospitals Harlingen,Long Term Acute Care Hospital,Harlingen,TX
29189.0,Missouri,38.63743209800003,-90.48909759499998,13190 South Outer 40 Rd,Peace Haven Association,Religious Non-Medical Health Care Institution,Chesterfield,MO
48339.0,Texas,30.17242830000004,-95.46066229999995,9182 Six Pines Dr,Nexus Specialty Hospital - The Woodlands Campus,Long Term Acute Care Hospital,The Woodlands,TX
48141.0,Texas,31.77202650000004,-106.43623319999996,4615 Alameda Ave,El Paso Psychiatric Center,Psychiatric Hospital,El Paso,TX
2261.0,Alaska,60.5501,-145.7515,602 Chase Ave,Cordova Community Medical Center,Critical Access Hospital,Cordova,AK
37133.0,North Carolina,34.74589380000003,-77.37455149999994,192 Village Dr,Brynn Marr Hospital,Psychiatric Hospital,Jacksonville,NC
48201.0,Texas,29.993774100000053,-95.2765614,19002 McKay Dr,Encompass Health Rehabilitation Hospital of Humble (FKA Healthsouth Rehabilitation Hospital of Humble),Rehabilitation Hospital,Humble,TX
20117.0,Kansas,39.84804670000005,-96.63531639999997,708 N 18th St,Community Memorial Healthcare,Critical Access Hospital,Marysville,KS
13135.0,Georgia,33.942453700000044,-83.98958089999996,250 Scenic Hwy,SummitRidge Hospital,Psychiatric Hospital,Lawrenceville,GA
18141.0,Indiana,41.671217400000046,-86.15888139999998,1625 E Jefferson Blvd,Medical Behavioral Hospital of Mishawaka,Psychiatric Hospital,Mishawaka,IN
22105.0,Louisiana,30.46782460000003,-90.45547019999998,42074 Veterans Ave,PAM Specialty Hospital of Hammond,Long Term Acute Care Hospital,Hammond,LA
48113.0,Texas,32.941169,-96.760895,1230 W Spring Valley Rd,The Leaves,Religious Non-Medical Health Care Institution,Richardson,TX
51700.0,Virginia,37.06345960000005,-76.48333829999996,500 J Clyde Morris Blvd,Select Specialty Hospital - Hampton Roads,Long Term Acute Care Hospital,Newport News,VA
48029.0,Texas,29.43376360000008,-98.49277879999994,111 Dallas St,Kindred Hospital - San Antonio Central (FKA Select Specialty Hospital - San Antonio),Long Term Acute Care Hospital,San Antonio,TX
6007.0,California,39.36755410000006,-121.68946929999998,240 Spruce St,Orchard Hospital (FKA Biggs - Gridley Memorial Hospital),Critical Access Hospital,Gridley,CA
53019.0,Washington,48.6547,-118.7208,36 Klondike Rd,Ferry County Public Hospital,Critical Access Hospital,Republic,WA
13063.0,Georgia,33.60678580000007,-84.45230669999995,5454 Yorktowne Dr,Anchor Hospital,Psychiatric Hospital,Atlanta,GA
40143.0,Oklahoma,36.145569900000055,-95.96892479999995,1620 E 12th St,Parkside Psychiatric Hospital & Clinic,Psychiatric Hospital,Tulsa,OK
48339.0,Texas,30.235608700000057,-95.45888029999998,18550 I-45 S,Encompass Health Rehabilitation Hospital of the Woodlands (FKA Healthsouth Rehab of Woodlands),Rehabilitation Hospital,Conroe,TX
31123.0,Nebraska,41.66176950000005,-103.09225379999998,1313 S St,Morrill County Community Hospital,Critical Access Hospital,Bridgeport,NE
5119.0,Arkansas,34.876795,-92.394417,1601 Murphy Dr,Methodist Behavioral Hospital (AKA Methodist Family Health),Psychiatric Hospital,Maumelle,AR
38099.0,North Dakota,48.39926740000004,-97.74941279999996,115 Vivian St W,First Care Health Center,Critical Access Hospital,Park River,ND
29121.0,Missouri,39.74795360000007,-92.46860549999997,1205 N Missouri St,Samaritan Memorial Hospital,Critical Access Hospital,Macon,MO
42041.0,Pennsylvania,40.25016310000007,-76.9225545,503 N 21st St,Select Specialty Hospital - Camp Hill,Long Term Acute Care Hospital,Camp Hill,PA
39061.0,Ohio,39.140034900000046,-84.52067269999998,2139 Auburn Ave,Select Specialty Hospital - Cincinnati,Long Term Acute Care Hospital,Cincinnati,OH
26099.0,Michigan,42.50545990000006,-83.06666919999998,4050 E 12 Mile Rd,Behavioral Center of Michigan,Psychiatric Hospital,Warren,MI
18043.0,Indiana,38.33666020000004,-85.79470789999993,3104 Blackiston Blvd,Southern Indiana Rehabilitation Hospital,Rehabilitation Hospital,New Albany,IN
16045.0,Idaho,43.87998680000004,-116.48454929999995,1202 E Locust St,Valor Health (FKA Walter Knox Memorial Hospital),Critical Access Hospital,Emmett,ID
38071.0,North Dakota,48.11551940000004,-98.8492925,1031 7th St Ne,CHI St Alexius Health Devils Lake Hospital (FKA Mercy Hospital),Critical Access Hospital,Devils Lake,ND
13127.0,Georgia,31.16379530000006,-81.40208949999999,2927 Demere Rd,St Simons By-The-Sea,Psychiatric Hospital,Saint Simons Island,GA
30025.0,Montana,46.365867,-104.280892,202 S 4th St W,Fallon Medical Complex,Critical Access Hospital,Baker,MT
6023.0,California,40.780614,-124.160724,720 Wood St,Humboldt County - Sempervirens Psychiatric Health Facility,Psychiatric Hospital,Eureka,CA
18097.0,Indiana,39.83002840000006,-86.27727539999995,4141 Shore Dr,Rehabilitation Hospital of Indiana,Rehabilitation Hospital,Indianapolis,IN
6089.0,California,40.585079,-122.41360009999994,2801 Eureka Way,Vibra Hospital of Northern California (FKA Northern California Rehab Hospital),Long Term Acute Care Hospital,Redding,CA
